Location,Premium,Brand_Model,Bluk_Price_DP,Year,Bluk_2,Url
"location_on
Alexandria
, Ameria",,تيجو 7 هاى لاين كسر زيرو,"تيجو 7 هاى لاين كسر زيرو
820,000EGP
Min. DP:410,000EGP",2022,"Chery
Tiggo 7
2022
Used
10,000
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-tiggo_7/af2b5276209c4c44ac38136546d28edf?status=Used
"location_on
Eastern
, 10th of Ramadan",,تيجو 3,"تيجو 3

1.6 A/T Tinted Glass FL

650,000EGP
Min. DP:325,000EGP",2022,"Chery
Tiggo 3
2022
Used
52,000
km
Automatic
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_3/520577edd5884100b48a3827c10c0c2b?status=Used
"location_on
Cairo
, El Salam City",,مدينة السلام,"مدينة السلام

1.5 M/T BASELINE Leather

450,000EGP
Min. DP:225,000EGP",2023,"Chery
ARRIZO 5
2023
Used
53,000
km
Manual
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/0b76734d1851487d8bb1ab5ab2d17540?status=Used
"location_on
Suez
, Suez",,شيري تيجو ٧ موديل ٢٠٢٣ هاي لاين صيانات توكيل فابريكا بالكامل,"شيري تيجو ٧ موديل ٢٠٢٣ هاي لاين صيانات توكيل فابريكا بالكامل

1.5 A/T T-6DCT HIGHLINE

880,000EGP
Min. DP:440,000EGP",2023,"Chery
Tiggo 7
2023
Used
18,300
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_7/cb6865f4397f4c0e8d68bcbf7c0c7845?status=Used
"location_on
Giza
, Faisal",,شيري اريزو,"شيري اريزو

1.5L Highline

475,000EGP
Min. DP:237,500EGP",2021,"Chery
ARRIZO 5
2021
Used
40,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/81a151649a76411d87a20d3ce821cd15?status=Used
"location_on
Cairo
, Helwan",,تيجو٧,"تيجو٧
810,000EGP
Min. DP:405,000EGP",2022,"Chery
Tiggo 7
2022
Used
23,000
km
Automatic
almost new
In Warranty",https://www.contactcars.com/en/used-cars/chery-tiggo_7/dfaba91a20b94cb88901f76891fc30ca?status=Used
"location_on
Cairo
, Madinaty",,شيرى إنفى ٢٠١٨ إستخدام شخصى,"شيرى إنفى ٢٠١٨ إستخدام شخصى

1.5 M/T Tinted Glass

280,000EGP",2018,"Chery
Envy
2018
Used
186,000
km
Manual
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-envy/cfc3ace86c76428c8b166c6c932b9a82?status=Used
"location_on
Cairo
, Nasr City",,شيري انفي فبريكه بلكامل,"شيري انفي فبريكه بلكامل

1.5 M/T Tinted Glass

290,000EGP",2018,"Chery
Envy
2018
Used
130,000
km
Manual
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-envy/b3c0d5114d55415283f43ff5fa458ad8?status=Used
"location_on
Cairo
, Rehab City",,الرحاب,"الرحاب

1.5L (Basic)

475,000EGP
Min. DP:237,500EGP",2020,"Chery
ARRIZO 5
2020
Used
40,000
km
Automatic
almost new
for Exchange
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/6287df6af13e48b1b9ec4616056d8881?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,شيري انفي 2017 بحالة ممتازة,"شيري انفي 2017 بحالة ممتازة

Comfort

260,000EGP",2017,"Chery
Envy
2017
Used
240,000
km
Manual
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-envy/d7dbe20b4f044ef89086917b329b97a1?status=Used
"location_on
Cairo
, Heliopolis",,شيري انفي 2017 فبريكا دواخل للبيع,"شيري انفي 2017 فبريكا دواخل للبيع
200,000EGP",2017,"Chery
Envy
2017
Used
200
km
Manual",https://www.contactcars.com/en/used-cars/chery-envy/29b230aca6df4622b11885f617947852?status=Used
"location_on
Giza
, 6th of October",,تيجو فابريكه,"تيجو فابريكه

1.6 A/T Tinted Glass

650,000EGP",2019,"Chery
Tiggo
2019
Used
67,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo/fa7433845d674e67a7ae71e11a448a59?status=Used
"location_on
Eastern
, 10th of Ramadan",,شيري اريزو فبريكة بالكامل ماعدا اقصدام امامي,"شيري اريزو فبريكة بالكامل ماعدا اقصدام امامي

1.5 M/T Baseline

500,000EGP",2021,"Chery
ARRIZO 5
2021
Used
102,000
km
Manual
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/4a3764ab063b411fb7d4eadcd1430ae7?status=Used
"location_on
Alexandria
, The Saraya",,٣شارع محمد باشا صدقي متفرع من الاقبال,"٣شارع محمد باشا صدقي متفرع من الاقبال

1.5 A/T H/L

570,000EGP
Min. DP:285,000EGP",2022,"Chery
ARRIZO 5
2022
Used
22,000
km
Automatic
almost new
In Warranty",https://www.contactcars.com/en/used-cars/chery-arrizo_5/41b3c588b6334e238676b2643f2d6792?status=Used
"location_on
Cairo
, Waili",Premium,تيجو 7 فضي 2021,"تيجو 7 فضي 2021

1.5 A/T Baseline

880,000EGP
Min. DP:440,000EGP",2021,"Chery
Tiggo 7
2021
Used
25,320
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-tiggo_7/702b34032c48419d98c9591ba5b2ccb2?status=Used?dealer=1519451
"location_on
Cairo
, Waili",,اريزو 5 HL برونزي 2023,"اريزو 5 HL برونزي 2023

1.5 A/T CVT HIGHLINE

690,000EGP",2023,"Chery
ARRIZO 5
2023
Used
18,544
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-arrizo_5/e1b445039b614fbd8bd142549c1c0f72?status=Used?dealer=1519451
"location_on
Cairo
, Waili",Premium,اريزو 5 نبيتي 2022,"اريزو 5 نبيتي 2022

1.5 A/T Baseline

625,000EGP",2022,"Chery
ARRIZO 5
2022
Used
60,795
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-arrizo_5/7c01f0656229404ba21bc3b7b0c3826c?status=Used?dealer=1519451
"location_on
Cairo
, Nasr City",Premium,Chery ARRIZO 5 2023,"Chery ARRIZO 5 2023

1.5 A/T CVT HIGHLINE

175,000EGP",2023,"Chery
ARRIZO 5
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-arrizo_5/for-sale/7112dd0c09334e7db542b884808cb548?status=New?dealer=1519280
"location_on
Cairo
, Nasr City",,ارخص شيري تيجو 7 في مصر CHERY TIGGO 7 2024,"ارخص شيري تيجو 7 في مصر CHERY TIGGO 7 2024

1.5 A/T T-6DCT BASELINE

Down Payment212,000EGP",2023,"Chery
Tiggo 7
2023
New
Automatic",https://www.contactcars.com/en/new-cars/chery-tiggo_7/for-sale/f4c85388283c4d4fb643b96aac489fd9?status=New?dealer=1519503
"location_on
Cairo
, New Cairo & 5th Settlement",,تيجو ٣ موديل 2022,"تيجو ٣ موديل 2022

1.6 A/T Tinted Glass FL

680,000EGP
Min. DP:340,000EGP",2022,"Chery
Tiggo 3
2022
Used
46,000
km
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_3/c6e69ee07881446d94a94a14b84d5cb7?status=Used
"location_on
El Beheira
, Itai El Barod",,عربيه تيجو ٣ رخصه ٣سنوات,"عربيه تيجو ٣ رخصه ٣سنوات
620,000EGP",2019,"Chery
Tiggo 3
2019
Used
65,000
km
Automatic
Crashes
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_3/61bebcf33d85462ba11e7691f968184a?status=Used
"location_on
Alexandria
, Hanoville",,تيجو 8 كسر زيرو موديل 2022 الفئة الاولى رمادى اللون الإسكندرية,"تيجو 8 كسر زيرو موديل 2022 الفئة الاولى رمادى اللون الإسكندرية

1.5 A/T T-6DCT COMFORT

1,000,000EGP
Min. DP:500,000EGP",2022,"Chery
Tiggo 8
2022
Used
10,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_8/273521bdfb204875a63f43550563f9db?status=Used
"location_on
Cairo
, Mokattam",,شيري اريزو 5 مانيوال 22 استخدام خمس شهور عداد13 ألف كم سفر,"شيري اريزو 5 مانيوال 22 استخدام خمس شهور عداد13 ألف كم سفر

1.5 M/T Baseline

450,000EGP
Min. DP:225,000EGP",2022,"Chery
ARRIZO 5
2022
Used
13,000
km
Manual
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/5003d740a0da4494868b84c3c816dd26?status=Used
"location_on
Cairo
, Nasr City",,شيري اريزو 5 مستعملة 2023,"شيري اريزو 5 مستعملة 2023

1.5 A/T CVT HIGHLINE

660,000EGP
Min. DP:330,000EGP",2023,"Chery
ARRIZO 5
2023
Used
12,500
km
Automatic",https://www.contactcars.com/en/used-cars/chery-arrizo_5/6b5e030f3fc04408accf4fd84097b7f1?status=Used?dealer=1519515
"location_on
Cairo
, Nasr City",,Chery ARRIZO 5 2023,"Chery ARRIZO 5 2023

1.5 A/T CVT HIGHLINE

Down Payment220,000EGP",2023,"Chery
ARRIZO 5
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-arrizo_5/for-sale/51a8296fb2db45b6bede07a1f1d938c3?status=New?dealer=1519395
"location_on
Cairo
, Nasr City",,شيري اريزو 5 2022,"شيري اريزو 5 2022

1.5 A/T Baseline

565,000EGP
Min. DP:282,500EGP",2022,"Chery
ARRIZO 5
2022
Used
50,000
km
Automatic
almost new
for Exchange
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/b1ba5cec9d924e6eb41fd258f803d7d5?status=Used?dealer=1519453
"location_on
Cairo
, Madinaty",,شيري اريزو 2023 اعلي فئه جميع الكماليات موديل 2023,"شيري اريزو 2023 اعلي فئه جميع الكماليات موديل 2023

1.5 A/T CVT HIGHLINE

670,000EGP
Min. DP:335,000EGP",2023,"Chery
ARRIZO 5
2023
Used
350
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-arrizo_5/079279187e154b299a421211826c2f92?status=Used
"location_on
Giza
, 6th of October",,تيجو 7 هى لاين بحالة ممتازة,"تيجو 7 هى لاين بحالة ممتازة
780,000EGP",2022,"Chery
Tiggo 7
2022
Used
71,999
km
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_7/a859ec44744849f68849438c4cfa1f54?status=Used
"location_on
Alexandria
, Smouha",,فندق ميراج سموحه,"فندق ميراج سموحه

1.5 A/T T-6DCT LUXURY

1,200,000EGP
Min. DP:600,000EGP",2022,"Chery
Tiggo 8
2022
Used
15,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_8/d1380d42cb104de99091a15d6bf32ad8?status=Used
"location_on
Cairo
, Waili",Premium,شيري اريزو 5,"شيري اريزو 5

1.5 A/T Baseline Leather

565,000EGP
Min. DP:282,500EGP",2021,"Chery
ARRIZO 5
2021
Used
55,583
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-arrizo_5/b592988376e9428998fc7d1fd3a0ae81?status=Used?dealer=1519451
"location_on
Alexandria
, Sporting",,شيري كسر زيرو 48000معمل لها صيانه 50الف بالتوكيل,"شيري كسر زيرو 48000معمل لها صيانه 50الف بالتوكيل

1.5 A/T T-6DCT COMFORT

1,000,000EGP
Min. DP:500,000EGP",2022,"Chery
Tiggo 8
2022
Used
48,000
km
Automatic
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_8/066fee6e372f4ed89215febc1bc4db39?status=Used
"location_on
Dakahlia
, Mansoura",,شيري أريزو 5( 2021 بحالة ممتازة),"شيري أريزو 5( 2021 بحالة ممتازة)

1.5 M/T Baseline

455,000EGP",2021,"Chery
ARRIZO 5
2021
Used
132,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/d2d6e790daf74c24ae6295663a70c6f2?status=Used
"location_on
Giza
, Sheikh Zayed",,تيجو ٣ - ٢٠١٩ - فبريكه بحاله ممتازه,"تيجو ٣ - ٢٠١٩ - فبريكه بحاله ممتازه
560,000EGP",2019,"Chery
Tiggo 3
2019
Used
77,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_3/41aafaf57af94bae972b393a0e189a76?status=Used
"location_on
Cairo
, Hadayeq El Qoba",,Arezo5 كسر زيرو,"Arezo5 كسر زيرو

1.5 A/T H/L

650,000EGP
Min. DP:325,000EGP",2022,"Chery
ARRIZO 5
2022
Used
23,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/fe3a1188f06646b3b837fa3e16f6427f?status=Used
"location_on
Cairo
, Nasr City",,Chery Tiggo 3 2023,"Chery Tiggo 3 2023

1.6 A/T CVT TINTED GLASS FACELIFT

180,000EGP",2023,"Chery
Tiggo 3
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-tiggo_3/for-sale/ab44bce9822548edbc6f5a27cc157244?status=New?dealer=1519511
"location_on
Cairo
, Nasr City",,"Chery Arrizo 2023, 2024","Chery Arrizo 2023, 2024

1.5 A/T CVT BASELINE Leather

Down Payment175,000EGP",2023,"Chery
ARRIZO 5
2023
New
Automatic",https://www.contactcars.com/en/new-cars/chery-arrizo_5/for-sale/169f737f3cbe448a92d6c3afe28b5232?status=New?dealer=1519511
"location_on
Qalyubia
, Shubra Al Khaimah",,تيجو7 هاي لاين,"تيجو7 هاي لاين

1.5 A/T H/L

800,000EGP
Min. DP:400,000EGP",2021,"Chery
Tiggo 7
2021
Used
23,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_7/a7cc6e8be6744bb2973734012081d004?status=Used
"location_on
Cairo
, Heliopolis",,شيرى انفى 2017,"شيرى انفى 2017

Comfort

240,000EGP",2017,"Chery
Envy
2017
Used
239,000
km
Manual",https://www.contactcars.com/en/used-cars/chery-envy/1744888bff2b495187ab9fba10a98007?status=Used
"location_on
Giza
, 6th of October",,اريزو 5 للبيع,"اريزو 5 للبيع

1.5 A/T Baseline Leather

430,000EGP",2021,"Chery
ARRIZO 5
2021
Used
98,000
km
Automatic",https://www.contactcars.com/en/used-cars/chery-arrizo_5/9e6d158ebefb4f03a0c08e98fe0dc9d6?status=Used
"location_on
Cairo
, Gesr El Suez",,حديقه بدر,"حديقه بدر

1.5 A/T H/L

650,000EGP",2021,"Chery
Tiggo 7
2021
Used
213,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_7/f3b17f0d0ba54216b90001e26573784e?status=Used
"location_on
Cairo
, Waili",Premium,اريزو 5 HL سماوي 2023,"اريزو 5 HL سماوي 2023

1.5 A/T CVT HIGHLINE

715,000EGP
Min. DP:357,500EGP",2023,"Chery
ARRIZO 5
2023
Used
3,843
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-arrizo_5/9acda82de80c4292abaad723747b3f59?status=Used?dealer=1519451
"location_on
Cairo
, Nasr City",,Chery Tiggo 8 2023,"Chery Tiggo 8 2023
Down Payment270,000EGP",2023,"Chery
Tiggo 8
2023
New
Automatic",https://www.contactcars.com/en/new-cars/chery-tiggo_8/for-sale/0d74f006f0ac4a68af48b81120473e4b?status=New?dealer=1519511
"location_on
Cairo
, Nasr City",,Chery Tiggo 3 2023,"Chery Tiggo 3 2023

1.6 A/T CVT TINTED GLASS FACELIFT

180,000EGP",2023,"Chery
Tiggo 3
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-tiggo_3/for-sale/de018b3c98f049a9bcd1061f7f9726a5?status=New?dealer=1519511
"location_on
Cairo
, Nasr City",,اريزو 5 كسر زيرو اعلي فئة,"اريزو 5 كسر زيرو اعلي فئة

1.5 A/T CVT HIGHLINE

Down Payment150,000EGP",2023,"Chery
ARRIZO 5
2023
Used
10,000
km
Automatic",https://www.contactcars.com/en/used-cars/chery-arrizo_5/6acd5af274a9414ca62f4593f5b43a9a?status=Used?dealer=1519515
"location_on
Cairo
, Waili",,تيجو 3 ازرق 2023,"تيجو 3 ازرق 2023

1.6 A/T CVT TINTED GLASS FACELIFT

830,000EGP",2023,"Chery
Tiggo 3
2023
Used
28,806
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-tiggo_3/6554a98198c24bbfa4ec951a5f4a5999?status=Used?dealer=1519451
"location_on
Cairo
, Waili",Premium,اريزو 5 M نبيتي 2023,"اريزو 5 M نبيتي 2023

1.5 M/T BASELINE Leather

560,000EGP",2023,"Chery
ARRIZO 5
2023
Used
64,504
km
Manual
almost new",https://www.contactcars.com/en/used-cars/chery-arrizo_5/a18e365b11b247e1902efe754d3441ec?status=Used?dealer=1519451
"location_on
Cairo
, New Cairo & 5th Settlement",,شيري تيجو 7 2023,"شيري تيجو 7 2023

1.5 A/T T-6DCT HIGHLINE

Down Payment276,000EGP",2023,"Chery
Tiggo 7
2023
New
Automatic",https://www.contactcars.com/en/new-cars/chery-tiggo_7/for-sale/506d3cdca9474346ab1de6a17519540b?status=New?dealer=1519302
"location_on
Alexandria
, El Ibrahmya",,تيجو 7برو ٢٠٢٢ كمفورت,"تيجو 7برو ٢٠٢٢ كمفورت

1.5 A/T COMFORT

955,000EGP
Min. DP:477,500EGP",2022,"Chery
Tiggo 7 Pro
2022
Used
30,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_7_pro/660d36e3468b46e695b30aafe69b626c?status=Used
"location_on
Cairo
, Waili",,١١ ش المسعود العباسيه القاهره,"١١ ش المسعود العباسيه القاهره

Comfort

300,000EGP",2017,"Chery
Envy
2017
Used
56,000
km
Manual
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-envy/84e2a5ed48b3405d84b6e9e4f2576d87?status=Used
"location_on
Cairo
, Nasr City",,شيري لريزو 5 اتوماتيك,"شيري لريزو 5 اتوماتيك

1.5 A/T CVT HIGHLINE

Down Payment180,000EGP",2023,"Chery
ARRIZO 5
2023
New
Automatic",https://www.contactcars.com/en/new-cars/chery-arrizo_5/for-sale/5a0d798c0cd54659af6758f0b4768dba?status=New?dealer=1519513
"location_on
Cairo
, New Cairo & 5th Settlement",,شيري تيجو 3 2023,"شيري تيجو 3 2023

1.6 A/T CVT TINTED GLASS FACELIFT

Down Payment373,000EGP",2023,"Chery
Tiggo 3
2023
New
Automatic",https://www.contactcars.com/en/new-cars/chery-tiggo_3/for-sale/42136f3765fd4e3fb35eea495db0f7b3?status=New?dealer=1519302
"location_on
Cairo
, Heliopolis",,شيري تيجو 7,"شيري تيجو 7

1.5 A/T T-6DCT HIGHLINE

Down Payment257,500EGP",2023,"Chery
Tiggo 7
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-tiggo_7/for-sale/7d58603d05dd444f8954698fa9e57f77?status=New?dealer=1519437
"location_on
Cairo
, Nasr City",,شيري تيجو باسرع اجراءات قسط في مصر,"شيري تيجو باسرع اجراءات قسط في مصر
Down Payment252,000EGP",2022,"Chery
Tiggo 7
2022
Used
42,000
km
Automatic
almost new
for Exchange
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_7/09062c9927b64f33a4fd143195ceccd8?status=Used?dealer=1519525
"location_on
Cairo
, Nasr City",,شيري تيجو 7 فابريكا بالكااامل,"شيري تيجو 7 فابريكا بالكااامل
840,000EGP",2022,"Chery
Tiggo 7
2022
Used
420,000
km
Automatic
almost new
for Exchange
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_7/ebebe761327a41a8b583d69f541618ac?status=Used?dealer=1519525
"location_on
Giza
, El Mohndseen",,للبيع : تيجو 7 برو موديل 2022 ( إسود ),"للبيع : تيجو 7 برو موديل 2022 ( إسود )
975,000EGP
Min. DP:487,500EGP",2022,"Chery
Tiggo 7 Pro
2022
Used
21,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_7_pro/2eccec41da2a4094bfb8eaa46a832c25?status=Used
"location_on
Alexandria
, Mahtet El Ramal",,شيري تيجو 3 رخصت ولم تستخدم 100 كم فقط,"شيري تيجو 3 رخصت ولم تستخدم 100 كم فقط

1.6 A/T CVT TINTED GLASS FACELIFT

850,000EGP
Min. DP:425,000EGP",2023,"Chery
Tiggo 3
2023
Used
100
km
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_3/8d619a952514419fad785ef1390935bc?status=Used
"location_on
Cairo
, Nasr City",,شيري اريزو هاي لين 2023 رخصت ولم تستخدم جميع الكماليات,"شيري اريزو هاي لين 2023 رخصت ولم تستخدم جميع الكماليات

1.6 A/T CVT TINTED GLASS FACELIFT

680,000EGP
Min. DP:340,000EGP",2023,"Chery
Tiggo 3
2023
Used
300
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-tiggo_3/4365778aebda4e09b29f4ef007e03b2e?status=Used
"location_on
Cairo
, Nasr City",,شيري اريزو 2023 اعلي فئه موديل 2023 رخصه سنه هديه,"شيري اريزو 2023 اعلي فئه موديل 2023 رخصه سنه هديه

1.5 A/T CVT HIGHLINE

670,000EGP
Min. DP:335,000EGP",2023,"Chery
ARRIZO 5
2023
Used
120
km
Automatic
almost new
Crashes",https://www.contactcars.com/en/used-cars/chery-arrizo_5/41a33bf1964c45e98986d1ddd1ed61bd?status=Used
"location_on
Cairo
, Nasr City",,Chery tiggo 3 2023,"Chery tiggo 3 2023

1.6 A/T CVT TINTED GLASS FACELIFT

Down Payment200,000EGP",2023,"Chery
Tiggo 3
2023
New
Automatic",https://www.contactcars.com/en/new-cars/chery-tiggo_3/for-sale/f6224f3a272341c6a04b5b9fcddce694?status=New?dealer=1519511
"location_on
Cairo
, Nasr City",,شارع الطياران مدينة نصر,"شارع الطياران مدينة نصر
Down Payment270,000EGP",2023,"Chery
Tiggo 8 PRO
2023
New
Automatic
for Exchange",https://www.contactcars.com/en/new-cars/chery-tiggo_8_pro/for-sale/93c6f25b84774978b9f3e87e935a199c?status=New?dealer=1519515
"location_on
Cairo
, Nasr City",Premium,شارع الطياران,"شارع الطياران

1.6 A/T Comfort

1,300,000EGP
Min. DP:650,000EGP",2023,"Chery
Tiggo 8 PRO
2023
New
Automatic
for Exchange",https://www.contactcars.com/en/new-cars/chery-tiggo_8_pro/for-sale/7588989ef6a942739f140435bde75fce?status=New?dealer=1519515
"location_on
Cairo
, New Cairo & 5th Settlement",,شيري اريزو ٥ اوتوماتيك للبيع ٩٢ الف كيلو ٢٠٢٠,"شيري اريزو ٥ اوتوماتيك للبيع ٩٢ الف كيلو ٢٠٢٠

1.5L Highline

425,000EGP",2020,"Chery
ARRIZO 5
2020
Used
92,000
km
Automatic",https://www.contactcars.com/en/used-cars/chery-arrizo_5/7ce2f9c973fe4d488f270339cde65b3f?status=Used
"location_on
Cairo
, Nasr City",,شيرى تيجو 7 فابريكة بالكامل,"شيرى تيجو 7 فابريكة بالكامل

1.5 A/T H/L

730,000EGP",2021,"Chery
Tiggo 7
2021
Used
79,000
km
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_7/25ce541d210c422ba51a584138a2abe1?status=Used
"location_on
Cairo
, Nasr City",,Chery Tiggo 7 Pro 2023,"Chery Tiggo 7 Pro 2023
Down Payment350,000EGP",2023,"Chery
Tiggo 7 Pro
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-tiggo_7_pro/for-sale/131c82e3330b4aafa19f2e3713718eff?status=New?dealer=1519395
"location_on
Cairo
, Nasr City",,شيري تيجو 7 برو 2023 باقل مقدم وافضل سعر فى مصر,"شيري تيجو 7 برو 2023 باقل مقدم وافضل سعر فى مصر
Down Payment350,000EGP",2023,"Chery
Tiggo 7 Pro
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-tiggo_7_pro/for-sale/5f60fd1e309340ee82a3146dba40d401?status=New?dealer=1519395
"location_on
Cairo
, Nasr City",,Chery Tiggo 7 2023,"Chery Tiggo 7 2023

1.5 A/T T-6DCT BASELINE

Down Payment250,000EGP",2023,"Chery
Tiggo 7
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-tiggo_7/for-sale/7f6ff1b2fbca40438b4a9f5e099b3b95?status=New?dealer=1519395
"location_on
Cairo
, Sheraton",,شير اريزو5,"شير اريزو5

1.5 M/T Baseline

590,000EGP
Min. DP:295,000EGP",2021,"Chery
ARRIZO 5
2021
Used
22,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/5070c91805094a7bab0ba943e5af695a?status=Used
