Location,Premium,Brand_Model,Bluk_Price_DP,Year,Bluk_2,Url
"location_on
Cairo
, New Cairo & 5th Settlement",,كيا سارنتو,"كيا سارنتو

3.3L Top (AWD)

2,050,000EGP
Min. DP:410,000EGP",2021,"Kia
Sorento
2021
Used
40,000
km
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sorento/c3467e4dce444537b1145d1a39edfa78?status=Used
"location_on
Cairo
, Hadayeq El Qoba",,مصر السوادن,"مصر السوادن
700,000EGP",2017,"Kia
Cerato
2017
Used
87,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-cerato/2071c3c8e3074d0cbb4bfe4920865599?status=Used
"location_on
Alexandria
, Roushdy",,كيا سبورتاج بحاله ممتازة,"كيا سبورتاج بحاله ممتازة

1.6 A/T S/R

1,150,000EGP",2015,"Kia
Sportage
2015
Used
107,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-sportage/e3697ab29384401f86b7cd02e4cadcfa?status=Used
"location_on
Fayoum
, Down Town",,نيو كارينز ٢٠١٤ الفئة الثالثة بحالة جيدة جدا,"نيو كارينز ٢٠١٤ الفئة الثالثة بحالة جيدة جدا

1.6 A/T EX

735,000EGP",2014,"Kia
Carens
2014
Used
142,000
km
Automatic
for Exchange
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-carens/ceff74810af34631829d07a9a5717ab8?status=Used
"location_on
Cairo
, Nasr City",,كيا ريو 2013 فابريكا بالكاااامل,"كيا ريو 2013 فابريكا بالكاااامل
Down Payment110,000EGP",2013,"Kia
Rio
2013
Used
130,000
km
Automatic
for Exchange
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-rio/31bf0d874ec44d73b8cf1259ca88eeaa?status=Used?dealer=1519525
"location_on
Giza
, Sheikh Zayed",,كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب ),"كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب )
1,035,000EGP",2023,"Kia
seltos
2023
New
Automatic
Imported Specs
For Disabled
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/8403e06d49334944a6a38d5f3ab1310f?status=New?dealer=1519530
"location_on
Fayoum
, Down Town",,Kia Sportage 2023 3rd Category,"Kia Sportage 2023 3rd Category
2,250,000EGP
Min. DP:450,000EGP",2023,"Kia
Sportage
2023
Used
4,950
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/8b01257352d9400abc35dda8c95ef895?status=Used
"location_on
Giza
, Sheikh Zayed",,كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب ),"كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب )
1,035,000EGP",2023,"Kia
seltos
2023
New
Automatic
Imported Specs
For Disabled
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/222f5d3123e847f295b6082f25a04536?status=New?dealer=1519530
"location_on
Suez
, Faisal",,السلام ١ السويس,"السلام ١ السويس

1.6 A/T TL Plus

1,600,000EGP
Min. DP:320,000EGP",2021,"Kia
Sportage
2021
Used
44,000
km
Automatic
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/f33a8493b6b64bdabf0fc6a8fc6834d9?status=Used
"location_on
Fayoum
, Down Town",,نيو كارينز الفئة التالتة بحالة جيدة,"نيو كارينز الفئة التالتة بحالة جيدة

1.6 A/T EX

750,000EGP",2014,"Kia
Carens
2014
Used
143,000
km
Automatic
for Exchange
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-carens/e17d6e59ad85404c96ff9307c652ba65?status=Used
"location_on
Cairo
, Badr City",,كيا سبورتتاج 2013,"كيا سبورتتاج 2013

1.6 A/T S/R

1,100,000EGP",2015,"Kia
Sportage
2015
Used
213,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/56fced98896b462aa0004e39a6b5cdbe?status=Used
"location_on
Alexandria
, Muharram Bey",,بيكانتو 2016 - اتوماتيك اعلى فئه فتحة سقف بحالة ممتازة,"بيكانتو 2016 - اتوماتيك اعلى فئه فتحة سقف بحالة ممتازة

1.2 A/T SRF ( FOG)

550,000EGP",2016,"Kia
Picanto
2016
Used
90,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-picanto/58c4396dbac2444fb06e4bb2cd51567d?status=Used
"location_on
Cairo
, El Sherouk City",,كيا سيراتو خليجي ٢٠١٨ فبريكة حالة فوق الممتازة,"كيا سيراتو خليجي ٢٠١٨ فبريكة حالة فوق الممتازة
900,000EGP",2018,"Kia
Cerato
2018
Used
88,000
km
Automatic
Imported Specs
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/6d4cb98303f84609aace33f968441ba7?status=Used
"location_on
Eastern
, Zagazig",,رخصة سنة اول مالك من الزيرو,"رخصة سنة اول مالك من الزيرو
525,000EGP",2013,"Kia
Rio
2013
Used
130,000
km
Automatic
for Exchange
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-rio/88125923a51f4f5184ea3c031c67d8dc?status=Used
"location_on
Cairo
, Nasr City",,مدينة نصر حي السفارات,"مدينة نصر حي السفارات
1,175,000EGP",2017,"Kia
Sportage
2017
Used
138,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/89dcdc7c711949fb9a685896b790cadf?status=Used
"location_on
Giza
, Sheikh Zayed",,كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب ),"كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب )
1,035,000EGP",2023,"Kia
seltos
2023
New
Automatic
Imported Specs
For Disabled
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/7841c0513d7f4e139068304d805f7bba?status=New?dealer=1519530
"location_on
Cairo
, Heliopolis",,كيا سول هاي لاين مالكط اول فبريكه بدون جرام بوهيه سقف بانوراما,"كيا سول هاي لاين مالكط اول فبريكه بدون جرام بوهيه سقف بانوراما
900,000EGP",2016,"Kia
Soul
2016
Used
145,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-soul/e95ba705e91f4de1ae5aec01c9a0929d?status=Used
"location_on
Monufia
, The Bagour",,كيا K3 موديل 2020 بدون اي حظر,"كيا K3 موديل 2020 بدون اي حظر

1.6 A/T EX Grand New Shape

1,100,000EGP",2020,"Kia
Grand Cerato
2020
Used
92,000
km
Automatic
Imported Specs
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-grand_cerato/8c721bacfb3946b597162ef5010910f3?status=Used
"location_on
Cairo
, Hadayeq El Qoba",,سبورتاج كسر كسر الزيرو,"سبورتاج كسر كسر الزيرو
2,250,000EGP
Min. DP:450,000EGP",2023,"Kia
Sportage
2023
Used
600
km
Automatic
almost new
for Exchange
In Warranty",https://www.contactcars.com/en/used-cars/kia-sportage/dfe23c499f214d3d9bc9e33175506c6c?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,اسبورتاج مالك اول,"اسبورتاج مالك اول

1.6 A/T TL Plus

1,675,000EGP
Min. DP:335,000EGP",2021,"Kia
Sportage
2021
Used
65,000
km
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/4354a0ac249e4785bd58fe56a408f19a?status=Used
"location_on
Giza
, Sheikh Zayed",,كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب ),"كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب )
1,035,000EGP",2023,"Kia
seltos
2023
New
Automatic
Imported Specs
For Disabled
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/8e93a97783024dc3b92234756c018bfb?status=New?dealer=1519530
"location_on
Giza
, 6th of October",,كيا سيراتو,"كيا سيراتو
875,000EGP",2016,"Kia
Cerato
2016
Used
78,000
km
Automatic
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/ed85577a157144199d9f1ab1776f2189?status=Used?dealer=1519495
"location_on
Eastern
, 10th of Ramadan",,كيا ريو هاتشباك ٢٠١٨ خليجي وارد الكويت,"كيا ريو هاتشباك ٢٠١٨ خليجي وارد الكويت
850,000EGP",2018,"Kia
Rio
2018
Used
128,000
km
Automatic
Imported Specs
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-rio/eff4f4cdecb54415b3b345058c49a7fe?status=Used
"location_on
Cairo
, Nasr City",Premium,سيارة كيا سيراتو KIA CERATO,"سيارة كيا سيراتو KIA CERATO
Down Payment200,000EGP",2015,"Kia
Cerato
2015
Used
160,000
km
Automatic
for Exchange
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/e853b84cd1564931862848d6e929804b?status=Used?dealer=1519331
"location_on
Giza
, Giza",,كيا k3 للبيع 2019,"كيا k3 للبيع 2019
800,000EGP",2019,"Kia
Grand Cerato
2019
Used
46,000
km
Automatic
For Disabled
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-grand_cerato/7d333c1d2daf4c43a5d74e1416b18b01?status=Used
"location_on
Cairo
, 6th of October",,كيا سيراتو الفئه الثانيه,"كيا سيراتو الفئه الثانيه
Down Payment196,500EGP",2016,"Kia
Cerato
2016
Used
165,000
km
Automatic
for Exchange",https://www.contactcars.com/en/used-cars/kia-cerato/b4db331743ac4808b68fdb36c7ab87ad?status=Used?dealer=1519264
"location_on
Giza
, Sheikh Zayed",,كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب ),"كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب )
1,035,000EGP
Min. DP:207,000EGP",2023,"Kia
seltos
2023
New
Automatic
Imported Specs
For Disabled
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/ea25918bab9344d78d9e68e9dc18a085?status=New?dealer=1519530
"location_on
Cairo
, Maadi",,كيا سبورتاج,"كيا سبورتاج

1.6 A/T HL Plus

1,400,000EGP",2021,"Kia
Sportage
2021
Used
126,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/e2df2ad5a99a4e77b5a3674dfff61189?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,Kia soul highline 2013 سول ٢٠١٣,"Kia soul highline 2013 سول ٢٠١٣
690,000EGP",2013,"Kia
Soul
2013
Used
135,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-soul/c434ee3cfad04546ba5e03a6253a3e1c?status=Used
"location_on
Cairo
, Nasr City",Premium,كيا ريو فابريكا بالكامل عداد و سعر لقطه,"كيا ريو فابريكا بالكامل عداد و سعر لقطه
500,000EGP",2013,"Kia
Rio
2013
Used
130,000
km
Automatic
for Exchange
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-rio/ca143223984a46f5962dd497f8cb3347?status=Used?dealer=1519525
"location_on
Cairo
, Heliopolis",,كيا اسبورتاج فبريقا برا وجوا عداد ١٤٠ الف رخصه سنتين فءه تانيه,"كيا اسبورتاج فبريقا برا وجوا عداد ١٤٠ الف رخصه سنتين فءه تانيه

1.6 A/T GT 4WD

1,000,025EGP",2017,"Kia
Sportage
2017
Used
140,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/a44ad650e36c49f6b6f3f1cd69fde570?status=Used
"location_on
Fayoum
, Down Town",,كيا ريو خليجي وارد الكويت رخصة مرور الفيوم,"كيا ريو خليجي وارد الكويت رخصة مرور الفيوم
580,000EGP",2015,"Kia
Rio
2015
Used
155,000
km
Automatic
Imported Specs",https://www.contactcars.com/en/used-cars/kia-rio/c54d8cdbb15d4a04a4e914ee8bbe4c6b?status=Used
"location_on
Monufia
, Menouf",,سبورتاج 2020,"سبورتاج 2020

1.6L LX (FWD)

1,750,000EGP
Min. DP:350,000EGP",2020,"Kia
Sportage
2020
Used
60,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-sportage/180b66ffa6dd4385925258355ddcbacb?status=Used
"location_on
Minya
, Abu Qurqas",,كيا سيرانتو موديل 2023 استيراد من كوريا موجودة فى مصر,"كيا سيرانتو موديل 2023 استيراد من كوريا موجودة فى مصر

Highline

2,900,000EGP
Min. DP:580,000EGP",2023,"Kia
Sorento
2023
New
Automatic",https://www.contactcars.com/en/new-cars/kia-sorento/for-sale/0e31822a24c94c3a92006f4bd7b05eef?status=New
"location_on
Cairo
, New Cairo & 5th Settlement",,بيكانتو اعلي فاءه,"بيكانتو اعلي فاءه
540,000EGP",2013,"Kia
Picanto
2013
Used
87,000
km
Automatic
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-picanto/738115e374244b05923d2a57a154d7b0?status=Used
"location_on
Cairo
, Nasr City",,كيا سبورتاج الشكل القديم 2021 Kia Sportage,"كيا سبورتاج الشكل القديم 2021 Kia Sportage

1.6 A/T LX

1,500,000EGP
Min. DP:300,000EGP",2021,"Kia
Sportage
2021
Used
34,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-sportage/0287a62e1bba4876b1958aab8b38de04?status=Used?dealer=1519496
"location_on
Minya
, Bani Mazar",,سياره سبورتاج بحاله الزيرو,"سياره سبورتاج بحاله الزيرو

1.6 A/T LX F/O

1,485,000EGP
Min. DP:297,000EGP",2021,"Kia
Sportage
2021
Used
16,300
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/cca3821324f1429d8f19deadd029c62a?status=Used
"location_on
Cairo
, Shoubra",,كيا جراند سيراتو,"كيا جراند سيراتو
1,150,000EGP
Min. DP:230,000EGP",2022,"Kia
Grand Cerato
2022
Used
49,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-grand_cerato/182950b23c2c441589c822f286f0fa59?status=Used
"location_on
Cairo
, El Sherouk City",,كيا سييد موديل ٢٠١٦ حالة ممتازة,"كيا سييد موديل ٢٠١٦ حالة ممتازة

1.6 HB A/T EX

650,000EGP",2016,"Kia
Ceed
2016
Used
168,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-ceed/2c977d203f56427b912664bdcf920e4a?status=Used
"location_on
Cairo
, Heliopolis",,مصرالجديدة,"مصرالجديدة
1,200,000EGP
Min. DP:240,000EGP",2022,"Kia
Cerato
2022
Used
30,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/d2fb30ebebdb4c3ba7952954a6651dd5?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,كيا سيراتو خليجي٢٠١٧ اعلي فئة البصمة,"كيا سيراتو خليجي٢٠١٧ اعلي فئة البصمة
850,000EGP",2017,"Kia
Cerato
2017
Used
75,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/f6ab44abadab47c08cd97e2d07dfe748?status=Used
"location_on
Cairo
, Heliopolis",,كيا اكسيد,"كيا اكسيد

1.5 A/T H/L

1,300,000EGP
Min. DP:260,000EGP",2022,"Kia
Xceed
2022
Used
14,500
km
Automatic
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-xceed/00cc0cef218147bb8df895348e2c54ee?status=Used
"location_on
Giza
, Giza",,سبورتاج اغلي فئه فرش جملي,"سبورتاج اغلي فئه فرش جملي
1,700,000EGP
Min. DP:340,000EGP",2021,"Kia
Sportage
2021
Used
60,000
km
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/2f5e57b6cf7a43aaa3c40f81537a26ec?status=Used
"location_on
Cairo
, Heliopolis",,كيا كارنز,"كيا كارنز

1.6 A/T LX

750,000EGP",2017,"Kia
Carens
2017
Used
183,800
km
Automatic",https://www.contactcars.com/en/used-cars/kia-carens/1807ea4baf314ad0a1e4a5bd3cb65aea?status=Used
"location_on
Cairo
, Heliopolis",,كيا سبورتاج زيرو,"كيا سبورتاج زيرو

1.6 A/T LX Cam

1,690,000EGP",2022,"Kia
Sportage
2022
Used
165
km
Automatic
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/6890c0de831043989c0308818e74c8fc?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,سبورتاج 2021 هاي لاين بلس,"سبورتاج 2021 هاي لاين بلس

1.6L LX (FWD) Full Option Plus

1,500,000EGP
Min. DP:300,000EGP",2020,"Kia
Sportage
2020
Used
60,000
km
Automatic
almost new
for Exchange
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/815d0829d84b4e9a91b53a8de7465ddd?status=Used
"location_on
Cairo
, Hadayeq El Qoba",,اسبورتاج ٢٠١٧,"اسبورتاج ٢٠١٧
1,300,000EGP",2017,"Kia
Sportage
2017
Used
14,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/aa3ae6de93554706922261532ae91a7e?status=Used
"location_on
Giza
, El Haram",,سالي,"سالي
570,000EGP",2014,"Kia
Rio
2014
Used
94,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-rio/f525b914f59843469c65580980002fd0?status=Used
"location_on
Cairo
, Maadi",,كيا سيراتو فئه اولى خليجى فرامل abs,"كيا سيراتو فئه اولى خليجى فرامل abs
750,000EGP",2018,"Kia
Cerato
2018
Used
131,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/ef3953d52c144ebc81dcf7bcaa120df3?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,سيراتو ٢٠١٨ فبريكا برة و جوة,"سيراتو ٢٠١٨ فبريكا برة و جوة
860,000EGP",2018,"Kia
Cerato
2018
Used
87,000
km
Automatic
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/e5b0e0da5dd3477b9ac6f87f696f10bf?status=Used
"location_on
Cairo
, Zamalek",,كيا سيراتو,"كيا سيراتو
700,000EGP",2017,"Kia
Cerato
2017
Used
180,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-cerato/d28be88d1c6742d79cae249343854627?status=Used
"location_on
Giza
, Faisal",,سيرنتو فبركيه لم تستخدم غير ايام الاجازات لانى مسافر,"سيرنتو فبركيه لم تستخدم غير ايام الاجازات لانى مسافر

3.5 F/O A/T

2,100,000EGP
Min. DP:420,000EGP",2020,"Kia
Sorento
2020
Used
30,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sorento/c1d422cfae54469d9538d97d6149d4ca?status=Used
"location_on
Giza
, Sheikh Zayed",,Kia carens,"Kia carens

1.6 A/T H/L

700,000EGP",2014,"Kia
Carens
2014
Used
200,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-carens/a0ee799e80c642c4b980f40d027b7fb8?status=Used
"location_on
Giza
, Sheikh Zayed",,كيا ريو ٢٠١٣,"كيا ريو ٢٠١٣
475,000EGP",2013,"Kia
Rio
2013
Used
119,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-rio/9708d2a9a1564d91b1c8222028dfdc4a?status=Used
"location_on
Alexandria
, Sidi Bishr",,سياره كيا كارينز ٢٠١٣ للبيع,"سياره كيا كارينز ٢٠١٣ للبيع
650,000EGP",2013,"Kia
Carens
2013
Used
83,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-carens/9220617e9a9547b18f3f47813cacd5fa?status=Used
"location_on
Alexandria
, El Ibrahmya",,سبورتاج ٢٠٢٠,"سبورتاج ٢٠٢٠

1.6L LX (FWD)

1,200,000EGP",2020,"Kia
Sportage
2020
Used
86,000
km
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/55fc2fa790b2477995d220973a5b6467?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,Kia Grand Cerato 2020,"Kia Grand Cerato 2020

1.6 A/T EX Grand New Shape

930,000EGP",2020,"Kia
Grand Cerato
2020
Used
95,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-grand_cerato/2e6e343ba9b54c08a2332a46a53c3c37?status=Used
"location_on
Western
, Mahalla al-Kubra",,كيا سول خليجي ٢٠١٤ اعلي فئه معادا البصمه والسقف فابريكا,"كيا سول خليجي ٢٠١٤ اعلي فئه معادا البصمه والسقف فابريكا
710,000EGP",2015,"Kia
Soul
2015
Used
132,000
km
Automatic
Imported Specs
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-soul/fc8b5aae522245d1bf630c75778485e9?status=Used
"location_on
Fayoum
, El Masala",,كيا ريو هاتشباك حالة مميزة,"كيا ريو هاتشباك حالة مميزة

1.4 H/B A/T EX DAB ABS

660,000EGP",2015,"Kia
Rio
2015
Used
111,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-rio/ddb67451d22e440cb08b34673a41f9af?status=Used
"location_on
Eastern
, Fagus",,كيا سيلتوس,"كيا سيلتوس
1,400,000EGP
Min. DP:280,000EGP",2023,"Kia
seltos
2023
New
Automatic
Imported Specs
for Exchange
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/4ee62e257a274f00989a73676555dee1?status=New
"location_on
Cairo
, Zayton",,جراند سيراتو. 2020,"جراند سيراتو. 2020
855,000EGP
Min. DP:171,000EGP",2020,"Kia
Cerato
2020
Used
68,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/29a424cfb5104544992546c68645f371?status=Used
"location_on
Eastern
, Zagazig",,الزقازيق,"الزقازيق
1,600,000EGP
Min. DP:320,000EGP",2021,"Kia
Sportage NQ5
2021
Used
41,200
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage_nq5/8753a50146804339b528b16218448a35?status=Used
"location_on
Giza
, El Haram",,سيراتو 2016 فابريكا بالكاامل,"سيراتو 2016 فابريكا بالكاامل
670,000EGP",2016,"Kia
Cerato
2016
Used
200,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/da0605bfab3c4f7ca60f2f6328843c46?status=Used
"location_on
Cairo
, Heliopolis",,كارينز موديل ٢٠١٤ حالة الفابريكة,"كارينز موديل ٢٠١٤ حالة الفابريكة
665,000EGP",2014,"Kia
Carens
2014
Used
151,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-carens/b0529a3478db492090ad3863f1f176b8?status=Used
"location_on
Giza
, El Haram",,كبا سيراتو توب لاين,"كبا سيراتو توب لاين
850,000EGP",2018,"Kia
Cerato
2018
Used
145,000
km
Automatic
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/a5f30e879ad24972b7025326159424e6?status=Used
"location_on
Luxor
, ElAqlata",,كيا جراند سيراتو بحاله ممتازه,"كيا جراند سيراتو بحاله ممتازه

1.6 A/T EX Plus

970,000EGP
Min. DP:194,000EGP",2019,"Kia
Grand Cerato
2019
Used
37,000
km
Automatic
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-grand_cerato/a158874a8b5941b48fce990394810f9f?status=Used
"location_on
Cairo
, Nasr City",,كيا بيكانتو حالة نادرة,"كيا بيكانتو حالة نادرة
470,000EGP",2013,"Kia
Picanto
2013
Used
63,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-picanto/9596374cea2e4470a4bf3f90e1cbcbf1?status=Used
"location_on
Cairo
, Manial",,كيا سيراتو ٢٠١٤ مش محتاجة مصاريف نهائيا,"كيا سيراتو ٢٠١٤ مش محتاجة مصاريف نهائيا
590,000EGP",2014,"Kia
Cerato
2014
Used
180,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-cerato/906f7ed498a14a34b6ecada4e739497a?status=Used
"location_on
Giza
, 6th of October",,٦ اكتوبر الجيزة,"٦ اكتوبر الجيزة
500,000EGP",2013,"Kia
Soul
2013
Used
230,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-soul/76b4a5bf71e74beaa0ee6ffcea75782c?status=Used
"location_on
Giza
, Sheikh Zayed",,Kia Sportage high line 2016,"Kia Sportage high line 2016

1.6 A/T EX SRF

1,050,000EGP",2016,"Kia
Sportage
2016
Used
140,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-sportage/b39b0d283544457ca4b1d11927e9e082?status=Used
"location_on
Cairo
, Almaza",,Good condition,"Good condition
550,000EGP",2015,"Kia
Rio
2015
Used
50,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-rio/9d909008724c46a092d0bdf50336a6a7?status=Used
"location_on
Giza
, El Haram",,كيا سيراتو 2016فبركه بل الكامل,"كيا سيراتو 2016فبركه بل الكامل
620,000EGP",2016,"Kia
Cerato
2016
Used
140,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/9133953e438d4a43837c52c051f79d6e?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,كيا كارنز بحاله ممتازه,"كيا كارنز بحاله ممتازه

1.6 A/T EX

800,000EGP",2014,"Kia
Carens
2014
Used
200,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-carens/1c48e362bf0746e8bfe1615ea4e55105?status=Used
"location_on
Dakahlia
, Talkha",,فبريكا,"فبريكا

1.6 A/T LX Cam

1,400,000EGP
Min. DP:280,000EGP",2021,"Kia
Sportage
2021
Used
42,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/2d7a034918884390b5af38eae950a5bd?status=Used
"location_on
Giza
, Agouza",,فبريكه بالكامل معدا اكصدامين وعتب,"فبريكه بالكامل معدا اكصدامين وعتب
680,000EGP",2017,"Kia
Cerato
2017
Used
187,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/d2621753e0dc46d4b092665b91a1ac1a?status=Used
"location_on
Dakahlia
, Dakahlia",,سول 2017,"سول 2017

1.6 A/T F/O EX

850,000EGP",2017,"Kia
Soul
2017
Used
85,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-soul/8ff4c6b66273401a9adc970fde56f012?status=Used
"location_on
Eastern
, 10th of Ramadan",,Kia xceed high line,"Kia xceed high line

1.5 A/T H/L

1,240,000EGP
Min. DP:248,000EGP",2022,"Kia
Xceed
2022
Used
34,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-xceed/650b68ce3f0145df95230b9ec1c7dc01?status=Used
"location_on
Cairo
, Nasr City",,كيا سول موديل 2015,"كيا سول موديل 2015
450,000EGP",2015,"Kia
Soul
2015
Used
265,000
km
Automatic
Imported Specs
For Disabled",https://www.contactcars.com/en/used-cars/kia-soul/5dc3866cafc746d2bf1438af918c2d0c?status=Used
"location_on
Damietta
, New Damietta",,كيا بيكانتو فابريكا بالكامل برا وجوا,"كيا بيكانتو فابريكا بالكامل برا وجوا
470,000EGP",2013,"Kia
Picanto
2013
Used
81,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-picanto/40e48a55245d49698b9e773c902147c6?status=Used
"location_on
Cairo
, Rehab City",,جراند سيراتو,"جراند سيراتو
1,200,000EGP
Min. DP:240,000EGP",2022,"Kia
Grand Cerato
2022
Used
12,000
km
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-grand_cerato/1f66b3eaea4846b588d1698d2b596cfe?status=Used
