URL,Status,Brand Name,Model,Governorate,City,Price,Body Type,Fuel Type,Transmission,Production Year,Down Payment,Engine Capacity,Kilometers,Color,Additional Properties,More Details
https://www.contactcars.com/en/used-cars/kia-sportage/56fced98896b462aa0004e39a6b5cdbe?status=Used,Used,Kia,Sportage,Cairo," Badr City","1,100,000",SUV,Gas,Automatic,2015,,1600,"213,000",Black,Fabrika In&Out,"كيا سبورتتاج 2013  1.6 A/T S/R  "
https://www.contactcars.com/en/used-cars/kia-picanto/58c4396dbac2444fb06e4bb2cd51567d?status=Used,Used,Kia,Picanto,Alexandria," Muharram Bey","550,000",Hatchback,Gas,Automatic,2016,,1200,"90,000",Black,Fabrika In&Out,"بيكانتو 2016 - اتوماتيك اعلى فئه فتحة سقف بحالة ممتازة  1.2 A/T SRF ( FOG)  "
https://www.contactcars.com/en/used-cars/kia-cerato/6d4cb98303f84609aace33f968441ba7?status=Used,Used,Kia,Cerato,Cairo," El Sherouk City","900,000",Sedan,Gas,Automatic,2018,,1600,"88,000",Navy Blue,"Imported , Fabrika In&Out","كيا سيراتو خليجي ٢٠١٨ فبريكة حالة فوق الممتازة "
https://www.contactcars.com/en/used-cars/kia-rio/88125923a51f4f5184ea3c031c67d8dc?status=Used,Used,Kia,Rio,Eastern," Zagazig","525,000",Sedan,Gas,Automatic,2013,,1400,"130,000",White,"for Exchange , Fabrika In&Out","رخصة سنة اول مالك من الزيرو "
https://www.contactcars.com/en/used-cars/kia-sportage/89dcdc7c711949fb9a685896b790cadf?status=Used,Used,Kia,Sportage,Cairo," Nasr City","1,175,000",SUV,Gas,Automatic,2017,,1600,"138,000",Black,Fabrika In&Out,"مدينة نصر حي السفارات "
https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/7841c0513d7f4e139068304d805f7bba?status=New?dealer=1519530,New,Kia,seltos,Giza," Sheikh Zayed","1,035,000",SUV,Gas,Automatic,2023,,1600,,Gray,"Imported , For Disabled , Fabrika In&Out","كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب ) "
https://www.contactcars.com/en/used-cars/kia-soul/e95ba705e91f4de1ae5aec01c9a0929d?status=Used,Used,Kia,Soul,Cairo," Heliopolis","900,000",SUV,Gas,Automatic,2016,,1600,"145,000",Navy Blue,Fabrika In&Out,"كيا سول هاي لاين مالكط اول فبريكه بدون جرام بوهيه سقف بانوراما "
https://www.contactcars.com/en/used-cars/kia-grand_cerato/8c721bacfb3946b597162ef5010910f3?status=Used,Used,Kia,Grand Cerato,Monufia," The Bagour","1,100,000",Sedan,Gas,Automatic,2020,,1600,"92,000",Navy Blue,"Imported , Fabrika In&Out","كيا K3 موديل 2020 بدون اي حظر  1.6 A/T EX Grand New Shape  "
https://www.contactcars.com/en/used-cars/kia-sportage/dfe23c499f214d3d9bc9e33175506c6c?status=Used,Used,Kia,Sportage,Cairo," Hadayeq El Qoba","2,250,000",SUV,,Automatic,2023,"450,000",1600,600,Gray,"almost new , for Exchange , In Warranty","سبورتاج كسر كسر الزيرو  "
https://www.contactcars.com/en/used-cars/kia-sportage/4354a0ac249e4785bd58fe56a408f19a?status=Used,Used,Kia,Sportage,Cairo," New Cairo & 5th Settlement","1,675,000",SUV,Gas,Automatic,2021,"335,000",1600,"65,000",White,"In Warranty , Fabrika In&Out","اسبورتاج مالك اول  1.6 A/T TL Plus   "
https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/8e93a97783024dc3b92234756c018bfb?status=New?dealer=1519530,New,Kia,seltos,Giza," Sheikh Zayed","1,035,000",SUV,Gas,Automatic,2023,,1600,,Black,"Imported , For Disabled , Fabrika In&Out","كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب ) "
https://www.contactcars.com/en/used-cars/kia-cerato/ed85577a157144199d9f1ab1776f2189?status=Used?dealer=1519495,Used,Kia,Cerato,Giza," 6th of October","875,000",Sedan,Gas,Automatic,2016,,1600,"78,000",Red,"almost new , Fabrika In&Out","كيا سيراتو "
https://www.contactcars.com/en/used-cars/kia-rio/eff4f4cdecb54415b3b345058c49a7fe?status=Used,Used,Kia,Rio,Eastern," 10th of Ramadan","850,000",Hatchback,Gas,Automatic,2018,,1400,"128,000",Black,"Imported , Fabrika In&Out","كيا ريو هاتشباك ٢٠١٨ خليجي وارد الكويت "
https://www.contactcars.com/en/used-cars/kia-cerato/e853b84cd1564931862848d6e929804b?status=Used?dealer=1519331,Used,Kia,Cerato,Cairo," Nasr City",,Sedan,Gas,Automatic,2015,"200,000",1600,"160,000",Silver,"for Exchange , In Warranty , Fabrika In&Out","سيارة كيا سيراتو KIA CERATO "
https://www.contactcars.com/en/used-cars/kia-grand_cerato/7d333c1d2daf4c43a5d74e1416b18b01?status=Used,Used,Kia,Grand Cerato,Giza," Giza","800,000",Sedan,Gas,Automatic,2019,,1600,"46,000",Red,"For Disabled , Fabrika In&Out","كيا k3 للبيع 2019 "
https://www.contactcars.com/en/used-cars/kia-cerato/b4db331743ac4808b68fdb36c7ab87ad?status=Used?dealer=1519264,Used,Kia,Cerato,Cairo," 6th of October",,Sedan,Gas,Automatic,2016,"196,500",1600,"165,000",Gray,for Exchange,"كيا سيراتو الفئه الثانيه "
https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/ea25918bab9344d78d9e68e9dc18a085?status=New?dealer=1519530,New,Kia,seltos,Giza," Sheikh Zayed","1,035,000",SUV,Gas,Automatic,2023,"207,000",1600,,White,"Imported , For Disabled , Fabrika In&Out","كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب )  "
https://www.contactcars.com/en/used-cars/kia-sportage/e2df2ad5a99a4e77b5a3674dfff61189?status=Used,Used,Kia,Sportage,Cairo," Maadi","1,400,000",SUV,Gas,Automatic,2021,,1600,"126,000",White,Fabrika In&Out,"كيا سبورتاج  1.6 A/T HL Plus  "
https://www.contactcars.com/en/used-cars/kia-soul/c434ee3cfad04546ba5e03a6253a3e1c?status=Used,Used,Kia,Soul,Cairo," New Cairo & 5th Settlement","690,000",Hatchback,Gas,Automatic,2013,,1600,"135,000",Black,,"Kia soul highline 2013 سول ٢٠١٣ "
https://www.contactcars.com/en/used-cars/kia-rio/ca143223984a46f5962dd497f8cb3347?status=Used?dealer=1519525,Used,Kia,Rio,Cairo," Nasr City","500,000",Sedan,Gas,Automatic,2013,,1400,"130,000",Silver,"for Exchange , Fabrika In&Out","كيا ريو فابريكا بالكامل عداد و سعر لقطه "
https://www.contactcars.com/en/used-cars/kia-sportage/a44ad650e36c49f6b6f3f1cd69fde570?status=Used,Used,Kia,Sportage,Cairo," Heliopolis","1,000,025",SUV,Gas,Automatic,2017,,1600,"140,000",Navy Blue,Fabrika In&Out,"كيا اسبورتاج فبريقا برا وجوا عداد ١٤٠ الف رخصه سنتين فءه تانيه  1.6 A/T GT 4WD  "
https://www.contactcars.com/en/used-cars/kia-rio/c54d8cdbb15d4a04a4e914ee8bbe4c6b?status=Used,Used,Kia,Rio,Fayoum," Down Town","580,000",Hatchback,Gas,Automatic,2015,,1400,"155,000",Baby Blue,Imported,"كيا ريو خليجي وارد الكويت رخصة مرور الفيوم "
https://www.contactcars.com/en/used-cars/kia-sportage/180b66ffa6dd4385925258355ddcbacb?status=Used,Used,Kia,Sportage,Monufia," Menouf","1,750,000",SUV,Gas,Automatic,2020,"350,000",1600,"60,000",White,,"سبورتاج 2020  1.6L LX (FWD)   "
https://www.contactcars.com/en/new-cars/kia-sorento/for-sale/0e31822a24c94c3a92006f4bd7b05eef?status=New,New,Kia,Sorento,Minya," Abu Qurqas","2,900,000",SUV,Gas,Automatic,2023,"580,000",1600,,Navy Blue,,"كيا سيرانتو موديل 2023 استيراد من كوريا موجودة فى مصر  Highline   "
https://www.contactcars.com/en/used-cars/kia-picanto/738115e374244b05923d2a57a154d7b0?status=Used,Used,Kia,Picanto,Cairo," New Cairo & 5th Settlement","540,000",Hatchback,Gas,Automatic,2013,,1300,"87,000",Red,"almost new , Fabrika In&Out","بيكانتو اعلي فاءه "
https://www.contactcars.com/en/used-cars/kia-sportage/0287a62e1bba4876b1958aab8b38de04?status=Used?dealer=1519496,Used,Kia,Sportage,Cairo," Nasr City","1,500,000",SUV,Gas,Automatic,2021,"300,000",1600,"34,000",White,,"كيا سبورتاج الشكل القديم 2021 Kia Sportage  1.6 A/T LX   "
https://www.contactcars.com/en/used-cars/kia-sportage/cca3821324f1429d8f19deadd029c62a?status=Used,Used,Kia,Sportage,Minya," Bani Mazar","1,485,000",SUV,Gas,Automatic,2021,"297,000",1600,"16,300",Red,"almost new , In Warranty , Fabrika In&Out","سياره سبورتاج بحاله الزيرو  1.6 A/T LX F/O   "
https://www.contactcars.com/en/used-cars/kia-grand_cerato/182950b23c2c441589c822f286f0fa59?status=Used,Used,Kia,Grand Cerato,Cairo," Shoubra","1,150,000",Sedan,Gas,Automatic,2022,"230,000",1400,"49,000",Black,Fabrika In&Out,"كيا جراند سيراتو  "
https://www.contactcars.com/en/used-cars/kia-ceed/2c977d203f56427b912664bdcf920e4a?status=Used,Used,Kia,Ceed,Cairo," El Sherouk City","650,000",Hatchback,Gas,Automatic,2016,,1600,"168,000",White,Fabrika In&Out,"كيا سييد موديل ٢٠١٦ حالة ممتازة  1.6 HB A/T EX  "
https://www.contactcars.com/en/used-cars/kia-cerato/d2fb30ebebdb4c3ba7952954a6651dd5?status=Used,Used,Kia,Cerato,Cairo," Heliopolis","1,200,000",Sedan,Gas,Automatic,2022,"240,000",1600,"30,000",Red,"almost new , In Warranty , Fabrika In&Out","مصرالجديدة  "
https://www.contactcars.com/en/used-cars/kia-cerato/f6ab44abadab47c08cd97e2d07dfe748?status=Used,Used,Kia,Cerato,Cairo," New Cairo & 5th Settlement","850,000",Sedan,Gas,Automatic,2017,,1600,"75,000",Navy Blue,Fabrika In&Out,"كيا سيراتو خليجي٢٠١٧ اعلي فئة البصمة "
https://www.contactcars.com/en/used-cars/kia-xceed/00cc0cef218147bb8df895348e2c54ee?status=Used,Used,Kia,Xceed,Cairo," Heliopolis","1,300,000",SUV,Gas,Automatic,2022,"260,000",1500,"14,500",Orange,"almost new , Fabrika In&Out","كيا اكسيد  1.5 A/T H/L   "
https://www.contactcars.com/en/used-cars/kia-sportage/2f5e57b6cf7a43aaa3c40f81537a26ec?status=Used,Used,Kia,Sportage,Giza," Giza","1,700,000",SUV,Gas,Automatic,2021,"340,000",1600,"60,000",Black,"In Warranty , Fabrika In&Out","سبورتاج اغلي فئه فرش جملي  "
https://www.contactcars.com/en/used-cars/kia-carens/1807ea4baf314ad0a1e4a5bd3cb65aea?status=Used,Used,Kia,Carens,Cairo," Heliopolis","750,000",SUV,Gas,Automatic,2017,,1600,"183,800",Brown,,"كيا كارنز  1.6 A/T LX  "
https://www.contactcars.com/en/used-cars/kia-sportage/6890c0de831043989c0308818e74c8fc?status=Used,Used,Kia,Sportage,Cairo," Heliopolis","1,690,000",,,Automatic,2022,,,165,,"almost new , Fabrika In&Out","كيا سبورتاج زيرو  1.6 A/T LX Cam  "
